,X1,Y1,Y2,X3,Y3,H,omega,phi,kappa,b1,b2,b3,b4,b5,b6,b7,b8,b9,det,dX1,dX2,dX3,dX4,dX5,dX6,dX7,dX8,dX9,SE
21,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324325,2.4736711840114327,0.013876820599525332,2.431538416596174,5.035861736573684e-10,3.831943694116112e-10,9.420761496006893e-11,2.6116626153371847e-09,-1.7243329542004915e-09,4.047047197364151e-09,-1.7124524714917655e-10,4.098588135548198e-10,1.0475425353539958e-09,0.0034909276152491676,-4.628670430444866e-09,-1.2890811696973306e-09,-1.0372880824596157e-09,-4.58144058613319e-09,-1.3407357767139798e-09,3.3649171402563115e-09,4.204531856970638e-09,-1.802578492520157e-09,-1.537611920280301e-09,2.787666334984441e-17
22,0.03245206,0.08904134,0.24404134,0.30245126,0.08969941,-0.36324325,2.473671188128048,0.013876819325459956,2.431538415177813,3.887571268485831e-13,-1.609530658092267e-10,-1.8558683396647706e-10,-5.374225932330834e-09,-6.753736736531124e-10,-4.9810496283164696e-09,-1.438396554642729e-10,-6.225677279259045e-09,5.0688710173663054e-11,0.0034909275516969577,3.533158894018836e-09,-4.201464764210258e-09,-4.201270385646834e-09,3.440365138873481e-09,-4.201439087361511e-09,1.6903667761478966e-09,-3.694837995377886e-10,-3.8695030306351343e-10,3.834463582824019e-11,9.299195466132521e-17
23,0.03245206,0.08904134,0.24404134,0.30245126,0.0896994,-0.36324325,2.473671185959849,0.013876819653716397,2.431538415258518,1.343948921684485e-10,5.363519560604715e-12,7.513974010898827e-11,-3.6690360125102295e-09,3.983242014005128e-09,-3.605832993303082e-09,4.072949491562561e-09,-3.677063736828856e-09,4.355047031334713e-09,0.003490927588203924,4.1213194835529746e-09,-3.5800391815599117e-10,-2.908064720426347e-10,4.1585799897059204e-09,-2.3102829539278168e-10,2.2556550921680514e-09,2.039625637918575e-09,-7.516793659893236e-10,-5.1327363679352227e-11,9.142996044441116e-17
24,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324325,2.4736711932490847,0.013876823242604766,2.4315384147010306,-6.822723389838588e-13,-2.298819271774472e-09,-2.6371404545685355e-09,-1.5965479702173546e-09,1.214421535555843e-09,-1.977072450198847e-09,6.894101123311458e-10,-9.266058476065098e-10,3.8366180718507614e-10,0.003490927486864013,1.89072005798112e-09,2.48886229931075e-09,2.4885211631412587e-09,5.721239099875048e-10,2.4978931623914527e-09,1.5217468695311947e-09,-6.059524280194564e-09,-4.73933339986617e-09,5.681030076549434e-10,2.1652761929556976e-17
25,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324325,2.4736711941203895,0.01387682325828678,2.4315384146320933,2.5804985388654426e-11,-2.1781681942213766e-09,-2.527676833273694e-09,-1.4392335934143574e-10,-7.209392804963244e-10,-6.779357630826155e-11,-6.208073013991289e-10,-5.337617847711584e-10,-7.382915147291502e-10,0.00349092746584536,-1.8025170999112036e-10,1.9755291025654864e-09,1.988431595260888e-09,-1.4440853861367715e-09,1.9720463761422203e-09,2.717898846928216e-09,-7.027640940979911e-09,-4.756757741187241e-09,6.447003081375291e-10,1.2894673810646022e-17
26,0.03245207,0.08904134,0.24404134,0.30245126,0.0896994,-0.36324325,2.4736711877873434,0.01387681898804237,2.431538415212774,3.670898710454147e-14,-4.3336627605515005e-12,-5.1185393372347955e-12,-1.6219178083920482e-10,4.803058506475111e-09,3.1812863454661056e-10,5.4535878243888725e-09,-1.1841153613190158e-09,5.688850383822608e-09,0.003490927555646568,2.3412957423199937e-09,2.223721961172665e-09,2.2237403156662173e-09,2.338736689679126e-09,2.223629797410077e-09,5.250259681224915e-09,9.077611347759211e-12,-1.2041434964549714e-11,-5.00827303031402e-13,8.670369603669148e-17
27,0.03245206,0.08904133,0.24404133,0.30245126,0.0896994,-0.36324324,2.4736711888029017,0.013876822546152204,2.431538414977585,-9.367506770274758e-13,-1.6922783289012745e-09,-1.989816850384224e-09,-3.1314294907103246e-09,5.01793362417402e-09,-4.102863965238512e-09,3.6934479641370643e-09,-1.1041840775050105e-09,3.319568352838642e-09,0.003490927569646522,4.395690894485052e-09,3.1574782538286766e-09,3.157009878490164e-09,3.400866761406082e-09,3.1216828692224325e-09,-3.9755515857296974e-10,-1.1193198673629299e-09,-3.965496951580332e-09,2.6082082691171613e-10,8.452249353717461e-17
28,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324325,2.473671187243665,0.013876820186711256,2.431538415226666,2.648249003602044e-11,-2.364165936973845e-10,-2.872409614689346e-10,-1.180907038822454e-10,3.840892520701189e-09,9.57995460737493e-10,5.281834122849993e-09,-2.4447359692203463e-09,5.988600372541786e-09,0.0034909275720887726,1.0592994813043664e-09,1.1238187074017736e-09,1.137059952420915e-09,9.156781191633615e-10,1.1240053519562072e-09,7.494785854108555e-09,6.131624240487665e-10,-1.3438961625350697e-09,-1.5936509827155975e-11,8.556109765322487e-17
29,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324324,2.4736711852584525,0.013876825889809425,2.4315384150426382,-4.2062075149061226e-11,-2.146200107594065e-09,-3.2548184826354363e-09,-7.161562315394221e-11,1.0862719335147375e-09,-4.46449377466962e-10,5.488926951846551e-10,1.719684672440991e-10,5.655866608389459e-10,0.0034909276708166726,-2.095376269945879e-09,1.9218409353093413e-09,1.9008098977376645e-09,-3.7210777511209197e-09,1.2191806163426296e-09,-4.1509713265109233e-10,2.8189544420226568e-09,-7.680671870383121e-09,1.8853900271215363e-10,1.7236964648042384e-17
30,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324325,2.473671191667799,0.013876825261496516,2.43153841468465,3.1784610785639566e-15,-3.2495357333864726e-09,-3.742941245009911e-09,-6.414476935723279e-10,2.48413900560962e-10,-5.265389235731277e-10,3.896823280724604e-10,-9.375816234502565e-10,4.96180870696028e-10,0.003490927539807944,-5.662249462592135e-10,1.9981914430693173e-09,1.9981930322998567e-09,-2.43770120846967e-09,1.998230047909162e-09,3.194396165324161e-09,-4.302540341842841e-09,-6.9825459507419765e-09,5.863038603654291e-10,2.6596606567668984e-17
31,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324325,2.4736711911677256,0.013876824935886616,2.4315384148774726,4.976758252817787e-11,-1.8215847283583654e-09,-1.9547729176080013e-09,-2.8743961377752925e-10,7.690602876753161e-10,-2.024505840747537e-10,8.246582583470996e-10,-7.505348564862402e-10,1.4452039599766042e-09,0.0034909275208560844,-5.419134432975887e-10,2.4106245253541014e-09,2.435508316622185e-09,-1.519667650105352e-09,2.5603193246829337e-09,2.9826303250869935e-09,-3.746904655434652e-09,-6.620757532285972e-09,3.72056448182571e-10,1.1188824690705791e-17
32,0.03245206,0.08904134,0.24404134,0.30245126,0.0896994,-0.36324324,2.473671188279747,0.013876819816538396,2.431538415339659,2.2940923354523634e-10,4.640904488145174e-10,4.4434785069542895e-10,-3.5012009125257038e-09,4.813247217461125e-09,-4.537947823068933e-09,3.346539212412125e-09,-1.3229330686481688e-09,3.054232988047856e-09,0.0034909275303177515,5.422893442237471e-09,2.2198668946856375e-09,2.3345715115431406e-09,5.644981156168724e-09,2.2555096535434967e-09,-1.969408009894707e-09,-5.38038745925447e-10,-9.325924640996769e-10,-1.414837447518547e-10,7.876199635431302e-17
33,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324325,2.4736711920538097,0.013876824770810765,2.4315384149737134,9.21036096852711e-11,-2.24539335856334e-09,-2.806265456637383e-09,-9.458526670225176e-10,-2.7632560128942885e-10,-3.5410346876929566e-10,4.2454326165675127e-10,-2.390124598239396e-09,8.218746204435856e-10,0.003490927513258187,-4.93750943218662e-10,9.88545611588946e-10,1.0345974164452641e-09,-1.896532783314991e-09,8.428717747441999e-10,4.8299073396786085e-09,-4.7314419221053155e-09,-6.437339630315449e-09,2.651219418157622e-10,2.0590193062806127e-17
34,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324324,2.47367119374076,0.013876824815302752,2.4315384146192955,4.666227082147833e-12,-2.205999896865945e-09,-2.5450089052653017e-09,-2.7431308405323485e-09,-2.1289367768684286e-09,-3.1670995548349623e-09,-2.723969487472555e-09,-2.273394889007463e-09,-2.7505938499094995e-09,0.003490927477421762,6.974871364541694e-10,2.6523328657736413e-10,2.6756640011847313e-10,-5.750182102670365e-10,2.640518608448875e-10,-2.8549461250949917e-10,-6.605831211528808e-09,-6.48677539912345e-09,6.589201178880168e-10,5.35852864621526e-17
35,0.03245261,0.08904034,0.24404034,0.30245264,0.08969842,-0.36324432,2.4736728763037967,0.013879902019477728,2.4315381682757495,-3.417315713559421e-11,-1.588692658313548e-06,-1.8399990613453623e-06,-1.1274270329819647e-08,-3.172202750478803e-09,-2.0674719714008916e-09,2.060944706561152e-09,-5.1428609482151444e-08,3.513642747934864e-08,0.003490924423128435,-6.012726417008723e-07,1.1032307139323732e-06,1.1032136273538074e-06,-1.521250372158578e-06,1.0944513456151211e-06,1.1975635268345676e-06,-1.876092486035038e-06,-3.425598218734988e-06,2.7437147877114054e-07,5.913566073883463e-12
36,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324324,2.473671193493089,0.013876824123882841,2.4315384153165,7.968786920653863e-11,1.646968556532782e-10,1.29422450123184e-10,-2.2517050238257674e-09,-4.5238026380456375e-09,-1.9029941789039384e-09,-4.269745820795201e-09,-3.7127735330599876e-09,-3.250012228089849e-09,0.0034909274384740834,-9.308463299149757e-10,-1.8539449032861024e-09,-1.814100968672591e-09,-8.661036408701284e-10,-1.8667754858959264e-09,1.1005824994482967e-09,-6.330638688875052e-09,-5.718530703513977e-09,-1.1575178835871246e-10,7.178457421333217e-17
37,0.03245207,0.08904133,0.24404133,0.30245126,0.0896994,-0.36324324,2.4736711932485855,0.013876822870426693,2.431538415378495,6.236137726283749e-10,1.2021138818208055e-09,1.03919948777918e-09,-3.3285178779873803e-10,7.302267401865237e-10,-7.54697582205921e-10,-5.222133142579466e-11,7.723202632980986e-11,3.621130305331288e-10,0.0034909274054242224,1.000286125762084e-09,3.2601921121107968e-09,3.5719989990522328e-09,1.5198640144513664e-09,3.269792760907954e-09,-2.8273479841734995e-10,-6.0589686171251605e-09,-4.325801737821994e-09,-1.846351441008041e-10,4.2673150432190836e-18
38,0.03245206,0.08904134,0.24404134,0.30245126,0.0896994,-0.36324324,2.473671188530201,0.013876820133461847,2.431538415440154,1.8209562442146835e-10,3.4339970131492345e-10,3.3471014026242034e-10,-5.656753350458121e-09,-1.3188752867598907e-10,-6.15187664698702e-09,-9.055045671613193e-10,-4.6090795347009106e-09,-8.634422968278876e-10,0.0034909275291529216,4.302175689564083e-09,-2.6452957970851452e-09,-2.554247984820929e-09,4.469439430880293e-09,-2.607620242595092e-09,-2.335144928802872e-09,-8.163208099404821e-10,-1.2847301491768546e-09,-2.531449870742065e-10,9.293403739547501e-17
39,0.03245207,0.08904133,0.24404133,0.30245127,0.0896994,-0.36324324,2.4736711893391905,0.013876821775485163,2.4315384149862944,2.34364499133775e-12,-1.4907948937490982e-09,-1.658507179328431e-09,8.304111981383144e-10,4.672847969677818e-09,2.0165111247472112e-10,3.814847347738404e-09,2.1962007490383684e-09,3.57275695486714e-09,0.003490927551966995,1.4515653723899901e-09,5.10206861885094e-09,5.103240441346617e-09,6.221819388603047e-10,5.154333122856062e-09,9.559572021194055e-10,-1.715197602241453e-09,-3.1092003986201987e-09,2.511435805087588e-10,5.967982532383703e-17
40,0.03245207,0.08904133,0.24404133,0.30245127,0.0896994,-0.36324325,2.473671191867451,0.013876824374571597,2.4315384147127426,1.8070939010416874e-11,-3.947861955172512e-09,-5.120582918588317e-09,3.792486880094259e-10,7.147689939923652e-10,3.7006250841464805e-10,6.918506739728159e-10,4.979285594952643e-10,-1.1499763294398058e-10,0.0034909275545922077,-7.141655113988141e-10,2.945882759887863e-09,2.9549182293935978e-09,-3.273269627005359e-09,2.455614320290973e-09,2.7406946096208734e-09,-4.524375387916316e-09,-5.9970739767968165e-09,5.550897441336018e-10,4.333779520535794e-17
41,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324325,2.473671193148812,0.013876823664212352,2.43153841470974,2.9140914591779634e-11,-2.447106379626356e-09,-2.8569502730635816e-09,-6.518638753783002e-10,5.117430645906751e-10,-2.3467852661163136e-10,1.058890156113712e-09,-1.6679320979928747e-09,1.1449833824117572e-09,0.003490927491715203,3.2764452669449035e-10,1.8367238616197194e-09,1.8512943189169788e-09,-1.1007890176862925e-09,1.8179212019274533e-09,4.8547358081025216e-09,-5.9481118007058686e-09,-5.207786300154514e-09,5.584256658502369e-10,2.010745796813031e-17
42,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324325,2.473671191784486,0.013876824561317109,2.431538414703726,1.6704827485438596e-13,-3.0778434909695936e-09,-3.532535221130296e-09,-3.045545066138189e-11,4.4524273157264815e-11,5.762335053560719e-13,7.689392178544807e-11,-1.0359593738407114e-10,6.143967279381712e-11,0.003490927533085333,-8.424066561381249e-10,2.243861840010103e-09,2.2439453641475302e-09,-2.6087066305730685e-09,2.2549928030437405e-09,2.5593248919050514e-09,-4.432193538618291e-09,-6.204568865827104e-09,5.651083312936385e-10,2.1975255575598355e-17
43,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324325,2.4736711829261604,0.013876819686713353,2.431538415822399,1.9639428971984787e-10,-6.040842174463189e-10,-6.889318847912727e-10,1.477497027502217e-09,4.3903952973156635e-09,2.458290515594541e-09,5.5996145081893545e-09,1.3943446397490789e-10,6.321830742922474e-09,0.003490927660915351,-6.236841409377374e-10,1.4762099589878095e-09,1.5744071039099443e-09,-9.68404036674476e-10,1.5799856285561416e-09,5.498056847038909e-09,5.410390893945608e-09,-7.883426229793137e-10,-6.778618139338352e-10,9.972054474494421e-17
44,0.03245207,0.08904134,0.24404134,0.30245127,0.0896994,-0.36324324,2.473671184280511,0.0138768241485901,2.431538416874976,1.1737515977082762e-09,2.150058980443764e-09,1.824533528375864e-09,-1.240774996635885e-09,-2.620772654449155e-09,-1.1256266474468646e-09,-3.0099094328051024e-09,-1.0501670921758688e-09,-1.476127119842685e-09,0.0034909275614297846,-2.5484032586931978e-09,-1.685524298917318e-09,-1.0986484978410949e-09,-1.6361739954599832e-09,-1.669024933927442e-09,-3.6980643509581875e-09,3.9055587416346574e-09,-5.745983199585852e-09,-1.8473921587440984e-09,3.1345733265818313e-17
